training_exp,epoch,training_accuracy,val_accuracy,training_loss,val_loss
0,0,0,0,0.6663,0
0,1,0,0,0.2364,0
0,2,0,0,0.1611,0
0,3,0,0,0.1055,0
0,4,0,0,0.0769,0
0,5,0,0,0.0623,0
0,6,0,0,0.0519,0
0,7,0,0,0.0432,0
0,8,0,0,0.0378,0
0,9,0,0,0.0327,0
